industory,skill,skill_clean
Healthcare-Practitioners-and-Technical,Laser-Assisted In-Situ Keratomileusis (LASIK),Laser-Assisted In-Situ Keratomileusis
Healthcare-Practitioners-and-Technical,Laser-Assisted In-Situ Keratomileusis (LASIK),LASIK
Healthcare-Practitioners-and-Technical,Magnetic Resonance Imaging (MRI),Magnetic Resonance Imaging
Healthcare-Practitioners-and-Technical,Magnetic Resonance Imaging (MRI),MRI
Healthcare-Practitioners-and-Technical,National Committee for Quality Assurance (NCQA),National Committee for Quality Assurance
Healthcare-Practitioners-and-Technical,National Committee for Quality Assurance (NCQA),NCQA
Healthcare-Practitioners-and-Technical,Neonatal Intensive Care Unit (NICU),Neonatal Intensive Care Unit
Healthcare-Practitioners-and-Technical,Neonatal Intensive Care Unit (NICU),NICU
Healthcare-Practitioners-and-Technical,Object Role Modeling (ORM),Object Role Modeling
Healthcare-Practitioners-and-Technical,Object Role Modeling (ORM),ORM
Healthcare-Practitioners-and-Technical,Obstetrics/Gynecology (OB/GYN),Obstetrics/Gynecology
Healthcare-Practitioners-and-Technical,Obstetrics/Gynecology (OB/GYN),OB/GYN
Healthcare-Practitioners-and-Technical,PCI (Peripheral Component Interconnect),PCI
Healthcare-Practitioners-and-Technical,PCI (Peripheral Component Interconnect),Peripheral Component Interconnect
Healthcare-Practitioners-and-Technical,Pediatric Intensive Care Unit (PICU),Pediatric Intensive Care Unit
Healthcare-Practitioners-and-Technical,Pediatric Intensive Care Unit (PICU),PICU
Healthcare-Practitioners-and-Technical,Picture Archival Computer System (PACS),Picture Archival Computer System
Healthcare-Practitioners-and-Technical,Picture Archival Computer System (PACS),PACS
Healthcare-Practitioners-and-Technical,Picture Archiving and Communication System (PACS),Picture Archiving and Communication System
Healthcare-Practitioners-and-Technical,Picture Archiving and Communication System (PACS),PACS
Healthcare-Practitioners-and-Technical,Pivotal Response Treatment (PRT),Pivotal Response Treatment
Healthcare-Practitioners-and-Technical,Pivotal Response Treatment (PRT),PRT
Healthcare-Practitioners-and-Technical,Positron Emission Tomography (PET),Positron Emission Tomography
Healthcare-Practitioners-and-Technical,Positron Emission Tomography (PET),PET
Healthcare-Practitioners-and-Technical,Primal Technologies Open Services Platform (OSP),Primal Technologies Open Services Platform
Healthcare-Practitioners-and-Technical,Primal Technologies Open Services Platform (OSP),OSP
Healthcare-Practitioners-and-Technical,Quality Improvement (QI),Quality Improvement
Healthcare-Practitioners-and-Technical,Quality Improvement (QI),QI
Healthcare-Practitioners-and-Technical,Radiography (X-ray),Radiography
Healthcare-Practitioners-and-Technical,Radiography (X-ray),X-ray
Healthcare-Practitioners-and-Technical,Radiology Information Systems (RIS),Radiology Information Systems
Healthcare-Practitioners-and-Technical,Radiology Information Systems (RIS),RIS
Healthcare-Practitioners-and-Technical,Recovery / Post-Anesthesia Care Unit (PACU),Recovery / Post-Anesthesia Care Unit
Healthcare-Practitioners-and-Technical,Recovery / Post-Anesthesia Care Unit (PACU),PACU
Healthcare-Practitioners-and-Technical,Surgery Intensive Care Unit (SICU),Surgery Intensive Care Unit
Healthcare-Practitioners-and-Technical,Surgery Intensive Care Unit (SICU),SICU
Healthcare-Practitioners-and-Technical,Trauma Intensive Care Unit (TICU),Trauma Intensive Care Unit
Healthcare-Practitioners-and-Technical,Trauma Intensive Care Unit (TICU),TICU
Healthcare-Practitioners-and-Technical,Utilization Management (UM),Utilization Management
Healthcare-Practitioners-and-Technical,Utilization Management (UM),UM
Healthcare-Practitioners-and-Technical,Utilization Review (UR),Utilization Review
Healthcare-Practitioners-and-Technical,Utilization Review (UR),UR
Healthcare-Support,Cardiopulmonary Resuscitation (CPR),Cardiopulmonary Resuscitation
Healthcare-Support,Cardiopulmonary Resuscitation (CPR),CPR
Healthcare-Support,Ceramic Dental Reconstruction (Cerec),Ceramic Dental Reconstruction
Healthcare-Support,Ceramic Dental Reconstruction (Cerec),Cerec
Healthcare-Support,Electronic Medical Records (EMR),Electronic Medical Records
Healthcare-Support,Electronic Medical Records (EMR),EMR
Healthcare-Support,Virtual Memory System (VMS),Virtual Memory System
Healthcare-Support,Virtual Memory System (VMS),VMS
Human-Resources,Applicant Tracking System (ATS) Software,Applicant Tracking System Software
Human-Resources,Applicant Tracking System (ATS) Software,ATS Software
Human-Resources,Automatic Data Processing (ADP) Software Suite,Automatic Data Processing Software Suite
Human-Resources,Automatic Data Processing (ADP) Software Suite,ADP Software Suite
Human-Resources,Communication and Symbolic Behavior Scales Developmental Profile (CSBS DP),Communication and Symbolic Behavior Scales Developmental Profile
Human-Resources,Communication and Symbolic Behavior Scales Developmental Profile (CSBS DP),CSBS DP
Human-Resources,Human Resources (HR),Human Resources
Human-Resources,Human Resources (HR),HR
Human-Resources,Human Resources Information System (HRIS),Human Resources Information System
Human-Resources,Human Resources Information System (HRIS),HRIS
Human-Resources,International Human Resources (HR),International Human Resources
Human-Resources,International Human Resources (HR),HR
Human-Resources,Learning Management System (LMS),Learning Management System
Human-Resources,Learning Management System (LMS),LMS
Human-Resources,McNamara-O'Hara Service Contract Act (SCA) experience,McNamara-O'Hara Service Contract Act experience
Human-Resources,McNamara-O'Hara Service Contract Act (SCA) experience,SCA experience
Human-Resources,Object Role Modeling (ORM),Object Role Modeling
Human-Resources,Object Role Modeling (ORM),ORM
Information-Technology,Advanced Business Application Programming (ABAP) Language,Advanced Business Application Programming Language
Information-Technology,Advanced Business Application Programming (ABAP) Language,ABAP Language
Information-Technology,Amazon Web Services (AWS),Amazon Web Services
Information-Technology,Amazon Web Services (AWS),AWS
Information-Technology,Android Software Development Kit (SDK),Android Software Development Kit
Information-Technology,Android Software Development Kit (SDK),SDK
Information-Technology,Application Delivery Network (ADN),Application Delivery Network
Information-Technology,Application Delivery Network (ADN),ADN
Information-Technology,Artificial Intelligence (AI),Artificial Intelligence
Information-Technology,Artificial Intelligence (AI),AI
Information-Technology,Assembler (Intel x86/Pentium),Assembler
Information-Technology,Assembler (Intel x86/Pentium),Intel x86/Pentium
Information-Technology,Asynchronous Javascript and XML (Ajax) Web Development,Asynchronous Javascript and XML Web Development
Information-Technology,Asynchronous Javascript and XML (Ajax) Web Development,Ajax Web Development
Information-Technology,Autonomy TeamSite Content Management System (CMS),Autonomy TeamSite Content Management System
Information-Technology,Autonomy TeamSite Content Management System (CMS),CMS
Information-Technology,Avaya Message Application Server (MAS),Avaya Message Application Server
Information-Technology,Avaya Message Application Server (MAS),MAS
Information-Technology,Basic Assembly Language (BAL) for IBM Mainframes,Basic Assembly Language for IBM Mainframes
Information-Technology,Basic Assembly Language (BAL) for IBM Mainframes,BAL for IBM Mainframes
Information-Technology,Berkeley Software Distribution UNIX (BSD UNIX),Berkeley Software Distribution UNIX
Information-Technology,Berkeley Software Distribution UNIX (BSD UNIX),BSD UNIX
Information-Technology,Business Process Execution Language (BPEL),Business Process Execution Language
Information-Technology,Business Process Execution Language (BPEL),BPEL
Information-Technology,C++ Active Template Library (ATL),C++ Active Template Library
Information-Technology,C++ Active Template Library (ATL),ATL
Information-Technology,CMMI (Capability Maturity Model Integration),CMMI
Information-Technology,CMMI (Capability Maturity Model Integration),Capability Maturity Model Integration
Information-Technology,Cascading Style Sheets (CSS),Cascading Style Sheets
Information-Technology,Cascading Style Sheets (CSS),CSS
Information-Technology,Common Business-Oriented Language (COBOL),Common Business-Oriented Language
Information-Technology,Common Business-Oriented Language (COBOL),COBOL
Information-Technology,Common Internet File System (CIFS),Common Internet File System
Information-Technology,Common Internet File System (CIFS),CIFS
Information-Technology,Component Object Model (COM),Component Object Model
Information-Technology,Component Object Model (COM),COM
Information-Technology,Continuous Integration (CI),Continuous Integration
Information-Technology,Continuous Integration (CI),CI
Information-Technology,Control Objectives for Information and Related Technology (COBIT) Framework,Control Objectives for Information and Related Technology Framework
Information-Technology,Control Objectives for Information and Related Technology (COBIT) Framework,COBIT Framework
Information-Technology,Demand Assigned Multiple Access Satellite Communications (DAMA SATCOM),Demand Assigned Multiple Access Satellite Communications
Information-Technology,Demand Assigned Multiple Access Satellite Communications (DAMA SATCOM),DAMA SATCOM
Information-Technology,Design Pattern (Computer Science),Design Pattern
Information-Technology,Design Pattern (Computer Science),Computer Science
Information-Technology,Development Operations (DevOps),Development Operations
Information-Technology,Development Operations (DevOps),DevOps
Information-Technology,Dynamic HTML (DHTML),Dynamic HTML
Information-Technology,Dynamic HTML (DHTML),DHTML
Information-Technology,Dynamic Object-Oriented Requirements System (DOORS),Dynamic Object-Oriented Requirements System
Information-Technology,Dynamic Object-Oriented Requirements System (DOORS),DOORS
Information-Technology,"ETL (Extract, transform, load)",ETL
Information-Technology,"ETL (Extract, transform, load)","Extract, transform, load"
Information-Technology,Enterprise JavaBeans (EJB),Enterprise JavaBeans
Information-Technology,Enterprise JavaBeans (EJB),EJB
Information-Technology,Enterprise Knowledge Management (EKM),Enterprise Knowledge Management
Information-Technology,Enterprise Knowledge Management (EKM),EKM
Information-Technology,Enterprise Service Bus (ESB),Enterprise Service Bus
Information-Technology,Enterprise Service Bus (ESB),ESB
Information-Technology,"Epic Information Systems (Radiant, Stork, etc.)",Epic Information Systems
Information-Technology,"Epic Information Systems (Radiant, Stork, etc.)","Radiant, Stork, etc."
Information-Technology,Express (Node.js),Express
Information-Technology,Express (Node.js),Node.js
Information-Technology,Extensible Stylesheet Language Transformations (XSLT),Extensible Stylesheet Language Transformations
Information-Technology,Extensible Stylesheet Language Transformations (XSLT),XSLT
Information-Technology,Extreme Programming (XP),Extreme Programming
Information-Technology,Extreme Programming (XP),XP
Information-Technology,Feature Driven Development (FDD),Feature Driven Development
Information-Technology,Feature Driven Development (FDD),FDD
Information-Technology,Geographic Information Systems (GIS),Geographic Information Systems
Information-Technology,Geographic Information Systems (GIS),GIS
Information-Technology,Go (Golang) Programming Language,Go Programming Language
Information-Technology,Go (Golang) Programming Language,Golang Programming Language
Information-Technology,HDFS (Hadoop Distributed File System),HDFS
Information-Technology,HDFS (Hadoop Distributed File System),Hadoop Distributed File System
Information-Technology,HL7 (Health Level Seven International),HL7
Information-Technology,HL7 (Health Level Seven International),Health Level Seven International
Information-Technology,Help Desk / Desktop Support (Tier 1),Help Desk / Desktop Support
Information-Technology,Help Desk / Desktop Support (Tier 1),Tier 1
Information-Technology,Help Desk / Desktop Support (Tier 2),Help Desk / Desktop Support
Information-Technology,Help Desk / Desktop Support (Tier 2),Tier 2
Information-Technology,Help Desk / Desktop Support (Tier 3),Help Desk / Desktop Support
Information-Technology,Help Desk / Desktop Support (Tier 3),Tier 3
Information-Technology,IBM CICS (Customer Information Control System),IBM CICS
Information-Technology,IBM CICS (Customer Information Control System),Customer Information Control System
Information-Technology,IBM Integration Bus (IIB),IBM Integration Bus
Information-Technology,IBM Integration Bus (IIB),IIB
Information-Technology,IBM WebSphere Message Broker (WMB),IBM WebSphere Message Broker
Information-Technology,IBM WebSphere Message Broker (WMB),WMB
Information-Technology,IT (Cryptography),IT
Information-Technology,IT (Cryptography),Cryptography
Information-Technology,InfoSec skills (DW/BI project assignments),InfoSec skills
Information-Technology,InfoSec skills (DW/BI project assignments),DW/BI project assignments
Information-Technology,Information Technology (IT) Support,Information Technology Support
Information-Technology,Information Technology (IT) Support,IT Support
Information-Technology,Information Technology Infrastructure Library (ITIL),Information Technology Infrastructure Library
Information-Technology,Information Technology Infrastructure Library (ITIL),ITIL
Information-Technology,Interactive Response Technology (IRT),Interactive Response Technology
Information-Technology,Interactive Response Technology (IRT),IRT
Information-Technology,Internet Information Server (IIS),Internet Information Server
Information-Technology,Internet Information Server (IIS),IIS
Information-Technology,Internet Small Computer Sytem Interface (iSCSI),Internet Small Computer Sytem Interface
Information-Technology,Internet Small Computer Sytem Interface (iSCSI),iSCSI
Information-Technology,Internet of Things (IoT),Internet of Things
Information-Technology,Internet of Things (IoT),IoT
Information-Technology,Java Data Objects (JDO),Java Data Objects
Information-Technology,Java Data Objects (JDO),JDO
Information-Technology,Java Database Connectivity (JDBC),Java Database Connectivity
Information-Technology,Java Database Connectivity (JDBC),JDBC
Information-Technology,JavaServer Faces (JSF),JavaServer Faces
Information-Technology,JavaServer Faces (JSF),JSF
Information-Technology,JavaServer Pages (JSP),JavaServer Pages
Information-Technology,JavaServer Pages (JSP),JSP
Information-Technology,JavaServer Pages Standard Tag Library (JSTL),JavaServer Pages Standard Tag Library
Information-Technology,JavaServer Pages Standard Tag Library (JSTL),JSTL
Information-Technology,Job Control Language (JCL),Job Control Language
Information-Technology,Job Control Language (JCL),JCL
Information-Technology,LAMP (Software Bundle),LAMP
Information-Technology,LAMP (Software Bundle),Software Bundle
Information-Technology,Local Area Network (LAN),Local Area Network
Information-Technology,Local Area Network (LAN),LAN
Information-Technology,Lotus (IBM) Domino,Lotus Domino
Information-Technology,Lotus (IBM) Domino,IBM Domino
Information-Technology,MPLS (Multiprotocol Label Switching),MPLS
Information-Technology,MPLS (Multiprotocol Label Switching),Multiprotocol Label Switching
Information-Technology,Magento Enterprise Cloud Edition (ECE) Commerce Platform,Magento Enterprise Cloud Edition Commerce Platform
Information-Technology,Magento Enterprise Cloud Edition (ECE) Commerce Platform,ECE Commerce Platform
Information-Technology,Master Data Management (SAP MDM),Master Data Management
Information-Technology,Master Data Management (SAP MDM),SAP MDM
Information-Technology,Mercurial (Hg),Mercurial
Information-Technology,Mercurial (Hg),Hg
Information-Technology,Microsoft Active Server Pages (ASP),Microsoft Active Server Pages
Information-Technology,Microsoft Active Server Pages (ASP),ASP
Information-Technology,Microsoft Transaction Server (MTS),Microsoft Transaction Server
Information-Technology,Microsoft Transaction Server (MTS),MTS
Information-Technology,Model-view-controller (MVC),Model-view-controller
Information-Technology,Model-view-controller (MVC),MVC
Information-Technology,Multiple Virtual Storage (MVS),Multiple Virtual Storage
Information-Technology,Multiple Virtual Storage (MVS),MVS
Information-Technology,Natural Language Processing (NLP),Natural Language Processing
Information-Technology,Natural Language Processing (NLP),NLP
Information-Technology,Network File System (NFS),Network File System
Information-Technology,Network File System (NFS),NFS
Information-Technology,Object Oriented Analysis (OOA),Object Oriented Analysis
Information-Technology,Object Oriented Analysis (OOA),OOA
Information-Technology,Object Oriented Analysis Design (OO/AD),Object Oriented Analysis Design
Information-Technology,Object Oriented Analysis Design (OO/AD),OO/AD
Information-Technology,Object Oriented Design (OOD),Object Oriented Design
Information-Technology,Object Oriented Design (OOD),OOD
Information-Technology,Object Oriented Programming (OOP),Object Oriented Programming
Information-Technology,Object Oriented Programming (OOP),OOP
Information-Technology,Object-Relational Mapping (ORM),Object-Relational Mapping
Information-Technology,Object-Relational Mapping (ORM),ORM
Information-Technology,Open Shortest Path First (OSPF),Open Shortest Path First
Information-Technology,Open Shortest Path First (OSPF),OSPF
Information-Technology,Oracle Business Intelligence Applications (OBIA),Oracle Business Intelligence Applications
Information-Technology,Oracle Business Intelligence Applications (OBIA),OBIA
Information-Technology,Oracle Business Intelligence Enterprise Edition (OBIEE),Oracle Business Intelligence Enterprise Edition
Information-Technology,Oracle Business Intelligence Enterprise Edition (OBIEE),OBIEE
Information-Technology,Oracle Enterprise Manager (OEM),Oracle Enterprise Manager
Information-Technology,Oracle Enterprise Manager (OEM),OEM
Information-Technology,PKI (Public Key Infrastructure),PKI
Information-Technology,PKI (Public Key Infrastructure),Public Key Infrastructure
Information-Technology,PaaS (Platform as a Service),PaaS
Information-Technology,PaaS (Platform as a Service),Platform as a Service
Information-Technology,Payment Card Industry Data Security Standard (PCI DSS) Compliance,Payment Card Industry Data Security Standard Compliance
Information-Technology,Payment Card Industry Data Security Standard (PCI DSS) Compliance,PCI DSS Compliance
Information-Technology,Pega Business Process Management (Pega BPM),Pega Business Process Management
Information-Technology,Pega Business Process Management (Pega BPM),Pega BPM
Information-Technology,Pega Customer Relationship Management (Pega CRM) Software,Pega Customer Relationship Management Software
Information-Technology,Pega Customer Relationship Management (Pega CRM) Software,Pega CRM Software
Information-Technology,Pega Process Commander (PPC),Pega Process Commander
Information-Technology,Pega Process Commander (PPC),PPC
Information-Technology,PegaRules Business Process Management (PegaRules BPM),PegaRules Business Process Management
Information-Technology,PegaRules Business Process Management (PegaRules BPM),PegaRules BPM
Information-Technology,PegaRules Process Commander (PRPC),PegaRules Process Commander
Information-Technology,PegaRules Process Commander (PRPC),PRPC
Information-Technology,Primal Technologies Open Services Platform (OSP),Primal Technologies Open Services Platform
Information-Technology,Primal Technologies Open Services Platform (OSP),OSP
Information-Technology,Procedural Language (PL),Procedural Language
Information-Technology,Procedural Language (PL),PL
Information-Technology,Quality Assurance (QA),Quality Assurance
Information-Technology,Quality Assurance (QA),QA
Information-Technology,Rapid Application Development (RAD) Experience,Rapid Application Development Experience
Information-Technology,Rapid Application Development (RAD) Experience,RAD Experience
Information-Technology,"Rapid Application Development (RAD), Extreme Programming (XP)","Rapid Application Development, Extreme Programming"
Information-Technology,"Rapid Application Development (RAD), Extreme Programming (XP)","RAD, Extreme Programming (XP)"
Information-Technology,Red Hat Enterprise Linux (RHEL),Red Hat Enterprise Linux
Information-Technology,Red Hat Enterprise Linux (RHEL),RHEL
Information-Technology,Relational Database Management System (RDBMS),Relational Database Management System
Information-Technology,Relational Database Management System (RDBMS),RDBMS
Information-Technology,SAP Business Intelligence (SAP BI),SAP Business Intelligence
Information-Technology,SAP Business Intelligence (SAP BI),SAP BI
Information-Technology,SAP Business Warehouse (SAP BW),SAP Business Warehouse
Information-Technology,SAP Business Warehouse (SAP BW),SAP BW
Information-Technology,SAP Enterprise Portal (SAP EP),SAP Enterprise Portal
Information-Technology,SAP Enterprise Portal (SAP EP),SAP EP
Information-Technology,SAP Exchange Infrastructure (SAP XI),SAP Exchange Infrastructure
Information-Technology,SAP Exchange Infrastructure (SAP XI),SAP XI
Information-Technology,SAP High Performance Analytic Appliance (SAP HANA),SAP High Performance Analytic Appliance
Information-Technology,SAP High Performance Analytic Appliance (SAP HANA),SAP HANA
Information-Technology,SAP Human Resources (SAP HR),SAP Human Resources
Information-Technology,SAP Human Resources (SAP HR),SAP HR
Information-Technology,SAP Project System (SAP PS),SAP Project System
Information-Technology,SAP Project System (SAP PS),SAP PS
Information-Technology,SAP Quality Management (SAP QM),SAP Quality Management
Information-Technology,SAP Quality Management (SAP QM),SAP QM
Information-Technology,SAP Sales and Distribution (SAP SD),SAP Sales and Distribution
Information-Technology,SAP Sales and Distribution (SAP SD),SAP SD
Information-Technology,SAP Web Application Server (SAP WAS),SAP Web Application Server
Information-Technology,SAP Web Application Server (SAP WAS),SAP WAS
Information-Technology,SAS (Statistical Analysis System),SAS
Information-Technology,SAS (Statistical Analysis System),Statistical Analysis System
Information-Technology,SDN (Software Defined Network),SDN
Information-Technology,SDN (Software Defined Network),Software Defined Network
Information-Technology,SQL Server Integration Services (SSIS),SQL Server Integration Services
Information-Technology,SQL Server Integration Services (SSIS),SSIS
Information-Technology,SQL Server Reporting Services (SSRS),SQL Server Reporting Services
Information-Technology,SQL Server Reporting Services (SSRS),SSRS
Information-Technology,Satellite Communications (SATCOM),Satellite Communications
Information-Technology,Satellite Communications (SATCOM),SATCOM
Information-Technology,Security Information and Event Management (SIEM),Security Information and Event Management
Information-Technology,Security Information and Event Management (SIEM),SIEM
Information-Technology,"Security Skills with Project Assignments (e.g. DW, CRM, Web, ERP)",Security Skills with Project Assignments
Information-Technology,"Security Skills with Project Assignments (e.g. DW, CRM, Web, ERP)","e.g. DW, CRM, Web, ERP"
Information-Technology,Service Oriented Architecture (SOA),Service Oriented Architecture
Information-Technology,Service Oriented Architecture (SOA),SOA
Information-Technology,Session Initiation Protocol (SIP),Session Initiation Protocol
Information-Technology,Session Initiation Protocol (SIP),SIP
Information-Technology,Simple Object Access Protocol (SOAP),Simple Object Access Protocol
Information-Technology,Simple Object Access Protocol (SOAP),SOAP
Information-Technology,Sinatra (Ruby),Sinatra
Information-Technology,Sinatra (Ruby),Ruby
Information-Technology,Software Development LifeCycle (SDLC),Software Development LifeCycle
Information-Technology,Software Development LifeCycle (SDLC),SDLC
Information-Technology,Software Quality Assurance (SQA),Software Quality Assurance
Information-Technology,Software Quality Assurance (SQA),SQA
Information-Technology,SolarWinds (Software),SolarWinds
Information-Technology,SolarWinds (Software),Software
Information-Technology,Storage Area Networking (SAN),Storage Area Networking
Information-Technology,Storage Area Networking (SAN),SAN
Information-Technology,Subversion (SVN),Subversion
Information-Technology,Subversion (SVN),SVN
Information-Technology,Systems Development Life Cycle (SDLC),Systems Development Life Cycle
Information-Technology,Systems Development Life Cycle (SDLC),SDLC
Information-Technology,Systems Network Architecture (SNA),Systems Network Architecture
Information-Technology,Systems Network Architecture (SNA),SNA
Information-Technology,TOAD (Tool for Application Development),TOAD
Information-Technology,TOAD (Tool for Application Development),Tool for Application Development
Information-Technology,Team Foundation Server (TFS),Team Foundation Server
Information-Technology,Team Foundation Server (TFS),TFS
Information-Technology,Test Driven Development (TDD),Test Driven Development
Information-Technology,Test Driven Development (TDD),TDD
Information-Technology,Unified Communications (UC),Unified Communications
Information-Technology,Unified Communications (UC),UC
Information-Technology,Unified Modeling Language (UML),Unified Modeling Language
Information-Technology,Unified Modeling Language (UML),UML
Information-Technology,Virtual Machine (VM),Virtual Machine
Information-Technology,Virtual Machine (VM),VM
Information-Technology,Virtual Private Networking (VPN),Virtual Private Networking
Information-Technology,Virtual Private Networking (VPN),VPN
Information-Technology,Virtual Storage Access Method (VSAM),Virtual Storage Access Method
Information-Technology,Virtual Storage Access Method (VSAM),VSAM
Information-Technology,Visual Basic (VB),Visual Basic
Information-Technology,Visual Basic (VB),VB
Information-Technology,VoiceXML (VXML),VoiceXML
Information-Technology,VoiceXML (VXML),VXML
Information-Technology,Web App Firewall (WAF),Web App Firewall
Information-Technology,Web App Firewall (WAF),WAF
Information-Technology,Web Services Description Language (WSDL),Web Services Description Language
Information-Technology,Web Services Description Language (WSDL),WSDL
Information-Technology,Web Software Quality Assurance (QA),Web Software Quality Assurance
Information-Technology,Web Software Quality Assurance (QA),QA
Information-Technology,Windows Communication Foundation (WCF),Windows Communication Foundation
Information-Technology,Windows Communication Foundation (WCF),WCF
Information-Technology,eXtensible Markup Language (XML),eXtensible Markup Language
Information-Technology,eXtensible Markup Language (XML),XML
Installation-Maintenance-and-Repair,Close Air Support System (CASS),Close Air Support System
Installation-Maintenance-and-Repair,Close Air Support System (CASS),CASS
Installation-Maintenance-and-Repair,Energy Supply (Gas and Electricity),Energy Supply
Installation-Maintenance-and-Repair,Energy Supply (Gas and Electricity),Gas and Electricity
Installation-Maintenance-and-Repair,Plug-in Hybrid Electric Vehicles/Electric Vehicles (PHEV/EV),Plug-in Hybrid Electric Vehicles/Electric Vehicles
Installation-Maintenance-and-Repair,Plug-in Hybrid Electric Vehicles/Electric Vehicles (PHEV/EV),PHEV/EV
Installation-Maintenance-and-Repair,SAP Plant Maintenance (SAP PM),SAP Plant Maintenance
Installation-Maintenance-and-Repair,SAP Plant Maintenance (SAP PM),SAP PM
Legal,CA Integrated Database Management System (IDMS),CA Integrated Database Management System
Legal,CA Integrated Database Management System (IDMS),IDMS
Legal,Intellectual Property (IP),Intellectual Property
Legal,Intellectual Property (IP),IP
Manufacturing-and-Production,Assembler (Power PC),Assembler
Manufacturing-and-Production,Assembler (Power PC),Power PC
Manufacturing-and-Production,Fluxed Core Arc Welding (FCAW),Fluxed Core Arc Welding
Manufacturing-and-Production,Fluxed Core Arc Welding (FCAW),FCAW
Manufacturing-and-Production,Gas Metal Arc Welding (GMAW),Gas Metal Arc Welding
Manufacturing-and-Production,Gas Metal Arc Welding (GMAW),GMAW
Manufacturing-and-Production,Gas Tungsten Arc Welding (GTAW),Gas Tungsten Arc Welding
Manufacturing-and-Production,Gas Tungsten Arc Welding (GTAW),GTAW
Manufacturing-and-Production,Geometric Dimensioning & Tolerancing (GD&T),Geometric Dimensioning & Tolerancing
Manufacturing-and-Production,Geometric Dimensioning & Tolerancing (GD&T),GD&T
Manufacturing-and-Production,Just-in-Time (JIT),Just-in-Time
Manufacturing-and-Production,Just-in-Time (JIT),JIT
Manufacturing-and-Production,Metal Inert Gas (MIG) Welding,Metal Inert Gas Welding
Manufacturing-and-Production,Metal Inert Gas (MIG) Welding,MIG Welding
Manufacturing-and-Production,NDT Magnetic Particle Testing (MT),NDT Magnetic Particle Testing
Manufacturing-and-Production,NDT Magnetic Particle Testing (MT),MT
Manufacturing-and-Production,NDT Radiographic Testing (RT),NDT Radiographic Testing
Manufacturing-and-Production,NDT Radiographic Testing (RT),RT
Manufacturing-and-Production,NDT Ultrasonic Testing (UT),NDT Ultrasonic Testing
Manufacturing-and-Production,NDT Ultrasonic Testing (UT),UT
Manufacturing-and-Production,Object Role Modeling (ORM),Object Role Modeling
Manufacturing-and-Production,Object Role Modeling (ORM),ORM
Manufacturing-and-Production,Plasma Arc Welding (PAW),Plasma Arc Welding
Manufacturing-and-Production,Plasma Arc Welding (PAW),PAW
Manufacturing-and-Production,Quality Assurance (QA),Quality Assurance
Manufacturing-and-Production,Quality Assurance (QA),QA
Manufacturing-and-Production,SAP Mobile Infrastructure (SAP MI),SAP Mobile Infrastructure
Manufacturing-and-Production,SAP Mobile Infrastructure (SAP MI),SAP MI
Manufacturing-and-Production,Shielded Metal Arc Welding (SMAW),Shielded Metal Arc Welding
Manufacturing-and-Production,Shielded Metal Arc Welding (SMAW),SMAW
Manufacturing-and-Production,Submerged Arc Welding (SAW),Submerged Arc Welding
Manufacturing-and-Production,Submerged Arc Welding (SAW),SAW
Manufacturing-and-Production,Total Quality Management (TQM),Total Quality Management
Manufacturing-and-Production,Total Quality Management (TQM),TQM
Manufacturing-and-Production,Tungsten Inert Gas (TIG) Welding,Tungsten Inert Gas Welding
Manufacturing-and-Production,Tungsten Inert Gas (TIG) Welding,TIG Welding
Marketing-and-Advertising,Conversion Rate Optimization (CRO),Conversion Rate Optimization
Marketing-and-Advertising,Conversion Rate Optimization (CRO),CRO
Marketing-and-Advertising,Feature Driven Development (FDD),Feature Driven Development
Marketing-and-Advertising,Feature Driven Development (FDD),FDD
Marketing-and-Advertising,Internet Small Computer Sytem Interface (iSCSI),Internet Small Computer Sytem Interface
Marketing-and-Advertising,Internet Small Computer Sytem Interface (iSCSI),iSCSI
Marketing-and-Advertising,"Rapid Application Development (RAD), Extreme Programming (XP)","Rapid Application Development, Extreme Programming"
Marketing-and-Advertising,"Rapid Application Development (RAD), Extreme Programming (XP)","RAD, Extreme Programming (XP)"
Marketing-and-Advertising,Search Engine Marketing (SEM),Search Engine Marketing
Marketing-and-Advertising,Search Engine Marketing (SEM),SEM
Marketing-and-Advertising,Search Engine Optimization (SEO),Search Engine Optimization
Marketing-and-Advertising,Search Engine Optimization (SEO),SEO
Media-and-Publishing,American Sign Language (ASL),American Sign Language
Media-and-Publishing,American Sign Language (ASL),ASL
Media-and-Publishing,"Chinese, Yue (Cantonese) Language","Chinese, Yue Language"
Media-and-Publishing,"Chinese, Yue (Cantonese) Language",Cantonese Language
Media-and-Publishing,Object Role Modeling (ORM),Object Role Modeling
Media-and-Publishing,Object Role Modeling (ORM),ORM
Miscellaneous,Adobe Portable Document Format (PDF),Adobe Portable Document Format
Miscellaneous,Adobe Portable Document Format (PDF),PDF
Miscellaneous,Advanced Business Application Programming (ABAP) Language,Advanced Business Application Programming Language
Miscellaneous,Advanced Business Application Programming (ABAP) Language,ABAP Language
Miscellaneous,Advanced Cardiac Life Support (ACLS),Advanced Cardiac Life Support
Miscellaneous,Advanced Cardiac Life Support (ACLS),ACLS
Miscellaneous,Advanced Driver Assistance Systems (ADAS),Advanced Driver Assistance Systems
Miscellaneous,Advanced Driver Assistance Systems (ADAS),ADAS
Miscellaneous,Advanced Process Control (APC),Advanced Process Control
Miscellaneous,Advanced Process Control (APC),APC
Miscellaneous,Advanced Program to Program Communication (APPC),Advanced Program to Program Communication
